"","V1","V2","V3"
"c.0..129..0.2.",0,129,0.2
"c.0..131..0.304347826086957.",0,131,0.304347826086957
"c.0..132..0.0714285714285714.",0,132,0.0714285714285714
"c.0..136..0.276595744680851.",0,136,0.276595744680851
"c.0..137..0.111111111111111.",0,137,0.111111111111111
"c.0..138..0.0714285714285714.",0,138,0.0714285714285714
"c.0..145..0.176470588235294.",0,145,0.176470588235294
"c.0..147..0.0714285714285714.",0,147,0.0714285714285714
"c.0..153..0.111111111111111.",0,153,0.111111111111111
"c.0..155..0.0909090909090909.",0,155,0.0909090909090909
"c.0..156..0.0714285714285714.",0,156,0.0714285714285714
"c.0..164..0.132075471698113.",0,164,0.132075471698113
"c.0..166..0.132075471698113.",0,166,0.132075471698113
"c.0..167..0.304347826086957.",0,167,0.304347826086957
"c.0..169..0.132075471698113.",0,169,0.132075471698113
"c.0..170..0.0714285714285714.",0,170,0.0714285714285714
"c.0..171..0.153846153846154.",0,171,0.153846153846154
"c.0..172..0.111111111111111.",0,172,0.111111111111111
"c.0..174..0.0714285714285714.",0,174,0.0714285714285714
"c.0..176..0.0909090909090909.",0,176,0.0909090909090909
"c.0..187..0.132075471698113.",0,187,0.132075471698113
"c.0..189..0.111111111111111.",0,189,0.111111111111111
"c.0..191..0.0714285714285714.",0,191,0.0714285714285714
"c.0..196..0.0909090909090909.",0,196,0.0909090909090909
"c.0..198..0.176470588235294.",0,198,0.176470588235294
"c.0..199..0.0714285714285714.",0,199,0.0714285714285714
"c.0..203..0.132075471698113.",0,203,0.132075471698113
"c.0..208..0.132075471698113.",0,208,0.132075471698113
"c.0..210..0.111111111111111.",0,210,0.111111111111111
"c.0..211..0.0714285714285714.",0,211,0.0714285714285714
"c.0..212..0.224489795918367.",0,212,0.224489795918367
"c.0..213..0.2.",0,213,0.2
"c.0..214..0.0909090909090909.",0,214,0.0909090909090909
"c.0..217..0.0909090909090909.",0,217,0.0909090909090909
"c.0..219..0.132075471698113.",0,219,0.132075471698113
"c.0..220..0.0909090909090909.",0,220,0.0909090909090909
"c.0..222..0.25.",0,222,0.25
"c.0..223..0.111111111111111.",0,223,0.111111111111111
"c.0..224..0.0909090909090909.",0,224,0.0909090909090909
"c.0..225..0.111111111111111.",0,225,0.111111111111111
"c.0..226..0.153846153846154.",0,226,0.153846153846154
"c.0..229..0.132075471698113.",0,229,0.132075471698113
"c.0..233..0.0909090909090909.",0,233,0.0909090909090909
"c.0..235..0.0714285714285714.",0,235,0.0714285714285714
"c.0..237..0.111111111111111.",0,237,0.111111111111111
"c.0..243..0.0714285714285714.",0,243,0.0714285714285714
"c.0..246..0.176470588235294.",0,246,0.176470588235294
"c.0..248..0.111111111111111.",0,248,0.111111111111111
"c.0..250..0.0714285714285714.",0,250,0.0714285714285714
"c.0..256..0.111111111111111.",0,256,0.111111111111111
"c.0..260..0.0909090909090909.",0,260,0.0909090909090909
"c.0..261..0.333333333333333.",0,261,0.333333333333333
"c.0..262..0.2.",0,262,0.2
"c.0..263..0.2.",0,263,0.2
"c.0..271..0.0714285714285714.",0,271,0.0714285714285714
"c.0..274..0.224489795918367.",0,274,0.224489795918367
"c.0..276..0.111111111111111.",0,276,0.111111111111111
"c.0..278..0.0909090909090909.",0,278,0.0909090909090909
"c.0..279..0.132075471698113.",0,279,0.132075471698113
"c.0..282..0.153846153846154.",0,282,0.153846153846154
"c.0..284..0.0909090909090909.",0,284,0.0909090909090909
"c.0..286..0.0909090909090909.",0,286,0.0909090909090909
"c.0..291..0.224489795918367.",0,291,0.224489795918367
"c.0..292..0.0714285714285714.",0,292,0.0714285714285714
"c.0..294..0.111111111111111.",0,294,0.111111111111111
"c.0..297..0.132075471698113.",0,297,0.132075471698113
"c.0..298..0.111111111111111.",0,298,0.111111111111111
"c.0..304..0.153846153846154.",0,304,0.153846153846154
"c.0..305..0.0714285714285714.",0,305,0.0714285714285714
"c.0..306..0.153846153846154.",0,306,0.153846153846154
"c.0..307..0.0714285714285714.",0,307,0.0714285714285714
"c.0..309..0.0714285714285714.",0,309,0.0714285714285714
"c.0..310..0.111111111111111.",0,310,0.111111111111111
"c.0..315..0.111111111111111.",0,315,0.111111111111111
"c.0..316..0.176470588235294.",0,316,0.176470588235294
"c.0..327..0.0714285714285714.",0,327,0.0714285714285714
"c.0..330..0.0714285714285714.",0,330,0.0714285714285714
"c.0..333..0.111111111111111.",0,333,0.111111111111111
"c.0..334..0.0909090909090909.",0,334,0.0909090909090909
"c.0..339..0.111111111111111.",0,339,0.111111111111111
"c.0..340..0.153846153846154.",0,340,0.153846153846154
"c.0..342..0.132075471698113.",0,342,0.132075471698113
"c.0..343..0.153846153846154.",0,343,0.153846153846154
"c.0..345..0.2.",0,345,0.2
"c.0..346..0.176470588235294.",0,346,0.176470588235294
"c.0..347..0.304347826086957.",0,347,0.304347826086957
"c.0..356..0.0909090909090909.",0,356,0.0909090909090909
"c.0..357..0.111111111111111.",0,357,0.111111111111111
"c.0..358..0.0909090909090909.",0,358,0.0909090909090909
"c.0..359..0.0714285714285714.",0,359,0.0714285714285714
"c.0..362..0.0714285714285714.",0,362,0.0714285714285714
"c.0..368..0.0714285714285714.",0,368,0.0714285714285714
"c.0..369..0.0909090909090909.",0,369,0.0909090909090909
"c.0..375..0.0714285714285714.",0,375,0.0714285714285714
"c.0..379..0.0714285714285714.",0,379,0.0714285714285714
"c.0..383..0.132075471698113.",0,383,0.132075471698113
"c.0..386..0.153846153846154.",0,386,0.153846153846154
"c.0..390..0.132075471698113.",0,390,0.132075471698113
"c.0..391..0.132075471698113.",0,391,0.132075471698113
"c.0..394..0.0714285714285714.",0,394,0.0714285714285714
"c.0..399..0.0909090909090909.",0,399,0.0909090909090909
"c.0..401..0.0714285714285714.",0,401,0.0714285714285714
"c.0..405..0.0714285714285714.",0,405,0.0714285714285714
"c.0..406..0.2.",0,406,0.2
"c.0..409..0.0714285714285714.",0,409,0.0714285714285714
"c.0..412..0.224489795918367.",0,412,0.224489795918367
"c.0..415..0.111111111111111.",0,415,0.111111111111111
"c.0..416..0.111111111111111.",0,416,0.111111111111111
"c.0..417..0.153846153846154.",0,417,0.153846153846154
"c.0..418..0.0714285714285714.",0,418,0.0714285714285714
"c.0..421..0.132075471698113.",0,421,0.132075471698113
"c.0..429..0.0909090909090909.",0,429,0.0909090909090909
"c.0..433..0.0714285714285714.",0,433,0.0714285714285714
"c.0..434..0.153846153846154.",0,434,0.153846153846154
"c.0..436..0.132075471698113.",0,436,0.132075471698113
"c.0..438..0.0909090909090909.",0,438,0.0909090909090909
"c.0..444..0.304347826086957.",0,444,0.304347826086957
"c.0..446..0.111111111111111.",0,446,0.111111111111111
"c.0..448..0.0714285714285714.",0,448,0.0714285714285714
"c.0..450..0.0909090909090909.",0,450,0.0909090909090909
"c.0..451..0.2.",0,451,0.2
"c.0..452..0.2.",0,452,0.2
"c.0..457..0.132075471698113.",0,457,0.132075471698113
"c.0..458..0.0714285714285714.",0,458,0.0714285714285714
"c.0..460..0.176470588235294.",0,460,0.176470588235294
"c.0..462..0.111111111111111.",0,462,0.111111111111111
"c.0..463..0.0909090909090909.",0,463,0.0909090909090909
"c.0..464..0.0714285714285714.",0,464,0.0714285714285714
"c.0..465..0.111111111111111.",0,465,0.111111111111111
"c.0..466..0.0909090909090909.",0,466,0.0909090909090909
"c.0..468..0.0714285714285714.",0,468,0.0714285714285714
"c.0..469..0.132075471698113.",0,469,0.132075471698113
"c.0..474..0.176470588235294.",0,474,0.176470588235294
"c.0..476..0.153846153846154.",0,476,0.153846153846154
"c.0..477..0.0714285714285714.",0,477,0.0714285714285714
"c.0..479..0.0909090909090909.",0,479,0.0909090909090909
"c.0..482..0.132075471698113.",0,482,0.132075471698113
"c.0..483..0.111111111111111.",0,483,0.111111111111111
"c.0..484..0.0909090909090909.",0,484,0.0909090909090909
"c.0..485..0.111111111111111.",0,485,0.111111111111111
"c.0..486..0.111111111111111.",0,486,0.111111111111111
"c.0..490..0.176470588235294.",0,490,0.176470588235294
"c.0..491..0.132075471698113.",0,491,0.132075471698113
"c.0..493..0.176470588235294.",0,493,0.176470588235294
"c.0..494..0.111111111111111.",0,494,0.111111111111111
"c.0..495..0.0714285714285714.",0,495,0.0714285714285714
"c.0..497..0.0714285714285714.",0,497,0.0714285714285714
"c.0..498..0.176470588235294.",0,498,0.176470588235294
"c.0..499..0.0714285714285714.",0,499,0.0714285714285714
"c.0..500..0.111111111111111.",0,500,0.111111111111111
"c.0..501..0.132075471698113.",0,501,0.132075471698113
"c.0..503..0.0714285714285714.",0,503,0.0714285714285714
"c.0..506..0.132075471698113.",0,506,0.132075471698113
"c.0..509..0.153846153846154.",0,509,0.153846153846154
"c.0..511..0.224489795918367.",0,511,0.224489795918367
"c.1..10..0.764705882352941.",1,10,0.764705882352941
"c.1..18..0.621621621621622.",1,18,0.621621621621622
"c.1..19..0.0909090909090909.",1,19,0.0909090909090909
"c.1..20..0.621621621621622.",1,20,0.621621621621622
"c.1..23..0.304347826086957.",1,23,0.304347826086957
"c.1..31..0.111111111111111.",1,31,0.111111111111111
"c.1..55..0.304347826086957.",1,55,0.304347826086957
"c.1..75..0.578947368421053.",1,75,0.578947368421053
"c.1..85..0.578947368421053.",1,85,0.578947368421053
"c.1..88..0.153846153846154.",1,88,0.153846153846154
"c.1..89..0.304347826086957.",1,89,0.304347826086957
"c.1..92..0.153846153846154.",1,92,0.153846153846154
"c.1..93..0.224489795918367.",1,93,0.224489795918367
"c.1..105..0.5.",1,105,0.5
"c.1..107..0.714285714285714.",1,107,0.714285714285714
"c.1..117..0.0714285714285714.",1,117,0.0714285714285714
"c.1..122..0.2.",1,122,0.2
"c.1..127..0.132075471698113.",1,127,0.132075471698113
"c.1..134..0.153846153846154.",1,134,0.153846153846154
"c.1..139..0.132075471698113.",1,139,0.132075471698113
"c.1..143..0.5.",1,143,0.5
"c.1..146..0.5.",1,146,0.5
"c.1..160..0.463414634146341.",1,160,0.463414634146341
"c.1..162..0.276595744680851.",1,162,0.276595744680851
"c.1..165..0.395348837209302.",1,165,0.395348837209302
"c.1..178..0.153846153846154.",1,178,0.153846153846154
"c.1..179..0.304347826086957.",1,179,0.304347826086957
"c.1..181..0.132075471698113.",1,181,0.132075471698113
"c.1..190..0.111111111111111.",1,190,0.111111111111111
"c.1..192..0.304347826086957.",1,192,0.304347826086957
"c.1..218..0.538461538461538.",1,218,0.538461538461538
"c.1..231..0.304347826086957.",1,231,0.304347826086957
"c.1..241..0.25.",1,241,0.25
"c.1..249..0.0909090909090909.",1,249,0.0909090909090909
"c.1..251..0.2.",1,251,0.2
"c.1..253..0.153846153846154.",1,253,0.153846153846154
"c.1..257..0.428571428571429.",1,257,0.428571428571429
"c.1..258..0.111111111111111.",1,258,0.111111111111111
"c.1..272..0.666666666666667.",1,272,0.666666666666667
"c.1..275..0.463414634146341.",1,275,0.463414634146341
"c.1..280..0.176470588235294.",1,280,0.176470588235294
"c.1..281..0.363636363636364.",1,281,0.363636363636364
"c.1..288..0.176470588235294.",1,288,0.176470588235294
"c.1..295..0.621621621621622.",1,295,0.621621621621622
"c.1..303..0.153846153846154.",1,303,0.153846153846154
"c.1..312..0.276595744680851.",1,312,0.276595744680851
"c.1..313..0.276595744680851.",1,313,0.276595744680851
"c.1..317..0.153846153846154.",1,317,0.153846153846154
"c.1..325..0.2.",1,325,0.2
"c.1..337..0.176470588235294.",1,337,0.176470588235294
"c.1..351..0.276595744680851.",1,351,0.276595744680851
"c.1..361..0.5.",1,361,0.5
"c.1..366..0.463414634146341.",1,366,0.463414634146341
"c.1..376..0.111111111111111.",1,376,0.111111111111111
"c.1..377..0.5.",1,377,0.5
"c.1..385..0.132075471698113.",1,385,0.132075471698113
"c.1..389..0.0714285714285714.",1,389,0.0714285714285714
"c.1..402..0.25.",1,402,0.25
"c.1..407..0.176470588235294.",1,407,0.176470588235294
"c.1..408..0.111111111111111.",1,408,0.111111111111111
"c.1..411..0.578947368421053.",1,411,0.578947368421053
"c.1..419..0.25.",1,419,0.25
"c.1..422..0.621621621621622.",1,422,0.621621621621622
"c.1..426..0.2.",1,426,0.2
"c.1..427..0.132075471698113.",1,427,0.132075471698113
"c.1..440..0.395348837209302.",1,440,0.395348837209302
"c.1..454..0.2.",1,454,0.2
"c.1..478..0.304347826086957.",1,478,0.304347826086957
"c.1..488..0.276595744680851.",1,488,0.276595744680851
"c.1..504..0.395348837209302.",1,504,0.395348837209302
"c.1..508..0.276595744680851.",1,508,0.276595744680851
"c.2..5..0.0909090909090909.",2,5,0.0909090909090909
"c.2..7..0.153846153846154.",2,7,0.153846153846154
"c.2..12..0.0909090909090909.",2,12,0.0909090909090909
"c.2..17..0.5.",2,17,0.5
"c.2..28..0.111111111111111.",2,28,0.111111111111111
"c.2..33..0.25.",2,33,0.25
"c.2..43..0.111111111111111.",2,43,0.111111111111111
"c.2..45..0.0909090909090909.",2,45,0.0909090909090909
"c.2..54..0.176470588235294.",2,54,0.176470588235294
"c.2..57..0.395348837209302.",2,57,0.395348837209302
"c.2..66..0.176470588235294.",2,66,0.176470588235294
"c.2..69..0.224489795918367.",2,69,0.224489795918367
"c.2..70..0.132075471698113.",2,70,0.132075471698113
"c.2..72..0.111111111111111.",2,72,0.111111111111111
"c.2..77..0.2.",2,77,0.2
"c.2..83..0.132075471698113.",2,83,0.132075471698113
"c.2..102..0.111111111111111.",2,102,0.111111111111111
"c.2..113..0.0909090909090909.",2,113,0.0909090909090909
"c.2..124..0.224489795918367.",2,124,0.224489795918367
"c.2..129..0.0909090909090909.",2,129,0.0909090909090909
"c.2..136..0.25.",2,136,0.25
"c.2..137..0.276595744680851.",2,137,0.276595744680851
"c.2..140..0.111111111111111.",2,140,0.111111111111111
"c.2..152..0.276595744680851.",2,152,0.276595744680851
"c.2..155..0.153846153846154.",2,155,0.153846153846154
"c.2..166..0.224489795918367.",2,166,0.224489795918367
"c.2..171..0.132075471698113.",2,171,0.132075471698113
"c.2..172..0.428571428571429.",2,172,0.428571428571429
"c.2..174..0.176470588235294.",2,174,0.176470588235294
"c.2..177..0.395348837209302.",2,177,0.395348837209302
"c.2..187..0.2.",2,187,0.2
"c.2..191..0.0714285714285714.",2,191,0.0714285714285714
"c.2..201..0.2.",2,201,0.2
"c.2..203..0.0909090909090909.",2,203,0.0909090909090909
"c.2..204..0.0714285714285714.",2,204,0.0714285714285714
"c.2..212..0.0909090909090909.",2,212,0.0909090909090909
"c.2..219..0.0909090909090909.",2,219,0.0909090909090909
"c.2..220..0.0714285714285714.",2,220,0.0714285714285714
"c.2..230..0.153846153846154.",2,230,0.153846153846154
"c.2..235..0.25.",2,235,0.25
"c.2..236..0.224489795918367.",2,236,0.224489795918367
"c.2..240..0.153846153846154.",2,240,0.153846153846154
"c.2..246..0.132075471698113.",2,246,0.132075471698113
"c.2..250..0.0714285714285714.",2,250,0.0714285714285714
"c.2..251..0.0714285714285714.",2,251,0.0714285714285714
"c.2..252..0.0909090909090909.",2,252,0.0909090909090909
"c.2..256..0.224489795918367.",2,256,0.224489795918367
"c.2..260..0.132075471698113.",2,260,0.132075471698113
"c.2..261..0.132075471698113.",2,261,0.132075471698113
"c.2..279..0.224489795918367.",2,279,0.224489795918367
"c.2..284..0.153846153846154.",2,284,0.153846153846154
"c.2..285..0.111111111111111.",2,285,0.111111111111111
"c.2..294..0.176470588235294.",2,294,0.176470588235294
"c.2..304..0.276595744680851.",2,304,0.276595744680851
"c.2..305..0.463414634146341.",2,305,0.463414634146341
"c.2..307..0.0714285714285714.",2,307,0.0714285714285714
"c.2..314..0.25.",2,314,0.25
"c.2..315..0.0714285714285714.",2,315,0.0714285714285714
"c.2..316..0.25.",2,316,0.25
"c.2..318..0.0909090909090909.",2,318,0.0909090909090909
"c.2..320..0.132075471698113.",2,320,0.132075471698113
"c.2..330..0.25.",2,330,0.25
"c.2..342..0.304347826086957.",2,342,0.304347826086957
"c.2..347..0.2.",2,347,0.2
"c.2..353..0.395348837209302.",2,353,0.395348837209302
"c.2..372..0.0909090909090909.",2,372,0.0909090909090909
"c.2..373..0.153846153846154.",2,373,0.153846153846154
"c.2..379..0.111111111111111.",2,379,0.111111111111111
"c.2..390..0.153846153846154.",2,390,0.153846153846154
"c.2..392..0.153846153846154.",2,392,0.153846153846154
"c.2..394..0.153846153846154.",2,394,0.153846153846154
"c.2..399..0.25.",2,399,0.25
"c.2..401..0.111111111111111.",2,401,0.111111111111111
"c.2..416..0.0714285714285714.",2,416,0.0714285714285714
"c.2..417..0.153846153846154.",2,417,0.153846153846154
"c.2..421..0.0714285714285714.",2,421,0.0714285714285714
"c.2..429..0.132075471698113.",2,429,0.132075471698113
"c.2..435..0.0909090909090909.",2,435,0.0909090909090909
"c.2..436..0.333333333333333.",2,436,0.333333333333333
"c.2..439..0.224489795918367.",2,439,0.224489795918367
"c.2..442..0.276595744680851.",2,442,0.276595744680851
"c.2..448..0.363636363636364.",2,448,0.363636363636364
"c.2..451..0.224489795918367.",2,451,0.224489795918367
"c.2..457..0.153846153846154.",2,457,0.153846153846154
"c.2..461..0.578947368421053.",2,461,0.578947368421053
"c.2..462..0.111111111111111.",2,462,0.111111111111111
"c.2..464..0.0714285714285714.",2,464,0.0714285714285714
"c.2..466..0.578947368421053.",2,466,0.578947368421053
"c.2..473..0.428571428571429.",2,473,0.428571428571429
"c.2..474..0.304347826086957.",2,474,0.304347826086957
"c.2..479..0.2.",2,479,0.2
"c.2..482..0.132075471698113.",2,482,0.132075471698113
"c.2..483..0.0714285714285714.",2,483,0.0714285714285714
"c.2..486..0.304347826086957.",2,486,0.304347826086957
"c.2..493..0.25.",2,493,0.25
"c.2..501..0.0714285714285714.",2,501,0.0714285714285714
"c.2..503..0.224489795918367.",2,503,0.224489795918367
"c.2..506..0.0714285714285714.",2,506,0.0714285714285714
"c.3..9..0.276595744680851.",3,9,0.276595744680851
"c.3..13..0.304347826086957.",3,13,0.304347826086957
"c.3..16..0.395348837209302.",3,16,0.395348837209302
"c.3..22..0.0909090909090909.",3,22,0.0909090909090909
"c.3..26..0.2.",3,26,0.2
"c.3..29..0.132075471698113.",3,29,0.132075471698113
"c.3..32..0.395348837209302.",3,32,0.395348837209302
"c.3..34..0.276595744680851.",3,34,0.276595744680851
"c.3..36..0.0909090909090909.",3,36,0.0909090909090909
"c.3..37..0.304347826086957.",3,37,0.304347826086957
"c.3..47..0.304347826086957.",3,47,0.304347826086957
"c.3..49..0.132075471698113.",3,49,0.132075471698113
"c.3..50..0.0909090909090909.",3,50,0.0909090909090909
"c.3..51..0.132075471698113.",3,51,0.132075471698113
"c.3..52..0.176470588235294.",3,52,0.176470588235294
"c.3..56..0.276595744680851.",3,56,0.276595744680851
"c.3..58..0.304347826086957.",3,58,0.304347826086957
"c.3..59..0.224489795918367.",3,59,0.224489795918367
"c.3..63..0.25.",3,63,0.25
"c.3..65..0.153846153846154.",3,65,0.153846153846154
"c.3..79..0.304347826086957.",3,79,0.304347826086957
"c.3..80..0.176470588235294.",3,80,0.176470588235294
"c.3..82..0.395348837209302.",3,82,0.395348837209302
"c.3..84..0.153846153846154.",3,84,0.153846153846154
"c.3..91..0.333333333333333.",3,91,0.333333333333333
"c.3..94..0.395348837209302.",3,94,0.395348837209302
"c.3..95..0.2.",3,95,0.2
"c.3..97..0.224489795918367.",3,97,0.224489795918367
"c.3..98..0.276595744680851.",3,98,0.276595744680851
"c.3..99..0.2.",3,99,0.2
"c.3..101..0.153846153846154.",3,101,0.153846153846154
"c.3..109..0.224489795918367.",3,109,0.224489795918367
"c.3..110..0.224489795918367.",3,110,0.224489795918367
"c.3..114..0.111111111111111.",3,114,0.111111111111111
"c.3..115..0.428571428571429.",3,115,0.428571428571429
"c.3..118..0.2.",3,118,0.2
"c.3..121..0.224489795918367.",3,121,0.224489795918367
"c.3..126..0.333333333333333.",3,126,0.333333333333333
"c.3..135..0.395348837209302.",3,135,0.395348837209302
"c.3..148..0.5.",3,148,0.5
"c.3..154..0.276595744680851.",3,154,0.276595744680851
"c.3..159..0.2.",3,159,0.2
"c.3..161..0.333333333333333.",3,161,0.333333333333333
"c.3..163..0.0909090909090909.",3,163,0.0909090909090909
"c.3..175..0.276595744680851.",3,175,0.276595744680851
"c.3..180..0.132075471698113.",3,180,0.132075471698113
"c.3..183..0.132075471698113.",3,183,0.132075471698113
"c.3..184..0.111111111111111.",3,184,0.111111111111111
"c.3..188..0.276595744680851.",3,188,0.276595744680851
"c.3..200..0.2.",3,200,0.2
"c.3..205..0.25.",3,205,0.25
"c.3..206..0.132075471698113.",3,206,0.132075471698113
"c.3..215..0.0909090909090909.",3,215,0.0909090909090909
"c.3..216..0.333333333333333.",3,216,0.333333333333333
"c.3..221..0.25.",3,221,0.25
"c.3..232..0.176470588235294.",3,232,0.176470588235294
"c.3..234..0.0714285714285714.",3,234,0.0714285714285714
"c.3..239..0.132075471698113.",3,239,0.132075471698113
"c.3..242..0.176470588235294.",3,242,0.176470588235294
"c.3..245..0.176470588235294.",3,245,0.176470588235294
"c.3..247..0.153846153846154.",3,247,0.153846153846154
"c.3..254..0.463414634146341.",3,254,0.463414634146341
"c.3..255..0.304347826086957.",3,255,0.304347826086957
"c.3..259..0.132075471698113.",3,259,0.132075471698113
"c.3..264..0.132075471698113.",3,264,0.132075471698113
"c.3..266..0.2.",3,266,0.2
"c.3..267..0.276595744680851.",3,267,0.276595744680851
"c.3..268..0.428571428571429.",3,268,0.428571428571429
"c.3..273..0.333333333333333.",3,273,0.333333333333333
"c.3..277..0.176470588235294.",3,277,0.176470588235294
"c.3..283..0.0909090909090909.",3,283,0.0909090909090909
"c.3..289..0.2.",3,289,0.2
"c.3..290..0.428571428571429.",3,290,0.428571428571429
"c.3..293..0.153846153846154.",3,293,0.153846153846154
"c.3..301..0.132075471698113.",3,301,0.132075471698113
"c.3..302..0.276595744680851.",3,302,0.276595744680851
"c.3..311..0.132075471698113.",3,311,0.132075471698113
"c.3..319..0.395348837209302.",3,319,0.395348837209302
"c.3..321..0.2.",3,321,0.2
"c.3..322..0.395348837209302.",3,322,0.395348837209302
"c.3..324..0.25.",3,324,0.25
"c.3..326..0.224489795918367.",3,326,0.224489795918367
"c.3..328..0.153846153846154.",3,328,0.153846153846154
"c.3..335..0.176470588235294.",3,335,0.176470588235294
"c.3..338..0.363636363636364.",3,338,0.363636363636364
"c.3..341..0.132075471698113.",3,341,0.132075471698113
"c.3..352..0.111111111111111.",3,352,0.111111111111111
"c.3..354..0.0909090909090909.",3,354,0.0909090909090909
"c.3..355..0.428571428571429.",3,355,0.428571428571429
"c.3..360..0.176470588235294.",3,360,0.176470588235294
"c.3..367..0.132075471698113.",3,367,0.132075471698113
"c.3..370..0.224489795918367.",3,370,0.224489795918367
"c.3..371..0.176470588235294.",3,371,0.176470588235294
"c.3..378..0.0909090909090909.",3,378,0.0909090909090909
"c.3..380..0.2.",3,380,0.2
"c.3..381..0.304347826086957.",3,381,0.304347826086957
"c.3..384..0.428571428571429.",3,384,0.428571428571429
"c.3..387..0.2.",3,387,0.2
"c.3..397..0.0714285714285714.",3,397,0.0714285714285714
"c.3..398..0.176470588235294.",3,398,0.176470588235294
"c.3..403..0.304347826086957.",3,403,0.304347826086957
"c.3..404..0.176470588235294.",3,404,0.176470588235294
"c.3..410..0.463414634146341.",3,410,0.463414634146341
"c.3..413..0.304347826086957.",3,413,0.304347826086957
"c.3..414..0.153846153846154.",3,414,0.153846153846154
"c.3..424..0.2.",3,424,0.2
"c.3..425..0.395348837209302.",3,425,0.395348837209302
"c.3..428..0.153846153846154.",3,428,0.153846153846154
"c.3..430..0.2.",3,430,0.2
"c.3..431..0.0714285714285714.",3,431,0.0714285714285714
"c.3..437..0.153846153846154.",3,437,0.153846153846154
"c.3..443..0.153846153846154.",3,443,0.153846153846154
"c.3..445..0.153846153846154.",3,445,0.153846153846154
"c.3..453..0.25.",3,453,0.25
"c.3..467..0.2.",3,467,0.2
"c.3..470..0.153846153846154.",3,470,0.153846153846154
"c.3..472..0.276595744680851.",3,472,0.276595744680851
"c.3..480..0.176470588235294.",3,480,0.176470588235294
"c.3..502..0.111111111111111.",3,502,0.111111111111111
"c.3..505..0.463414634146341.",3,505,0.463414634146341
"c.3..507..0.304347826086957.",3,507,0.304347826086957
"c.3..510..0.224489795918367.",3,510,0.224489795918367
"c.4..39..0.153846153846154.",4,39,0.153846153846154
"c.4..62..0.621621621621622.",4,62,0.621621621621622
"c.4..71..0.538461538461538.",4,71,0.538461538461538
"c.4..73..0.538461538461538.",4,73,0.538461538461538
"c.4..100..0.5.",4,100,0.5
"c.4..103..0.538461538461538.",4,103,0.538461538461538
"c.4..104..0.463414634146341.",4,104,0.463414634146341
"c.4..120..0.132075471698113.",4,120,0.132075471698113
"c.4..128..0.538461538461538.",4,128,0.538461538461538
"c.4..133..0.153846153846154.",4,133,0.153846153846154
