"","V1","V2"
"c.4..630.",4,630
"c.4..717.",4,717
"c.4..736.",4,736
"c.4..795.",4,795
"c.4..814.",4,814
"c.4..819.",4,819
"c.4..847.",4,847
"c.4..905.",4,905
"c.4..967.",4,967
"c.5..12.",5,12
"c.5..66.",5,66
"c.5..171.",5,171
"c.5..342.",5,342
"c.5..392.",5,392
"c.5..438.",5,438
"c.5..442.",5,442
"c.5..521.",5,521
"c.5..524.",5,524
"c.5..546.",5,546
"c.5..623.",5,623
"c.5..633.",5,633
"c.5..670.",5,670
"c.5..685.",5,685
"c.5..698.",5,698
"c.5..711.",5,711
"c.5..755.",5,755
"c.5..874.",5,874
"c.5..929.",5,929
"c.6..30.",6,30
"c.6..40.",6,40
"c.6..41.",6,41
"c.6..83.",6,83
"c.6..102.",6,102
"c.6..196.",6,196
"c.6..229.",6,229
"c.6..286.",6,286
"c.6..292.",6,292
"c.6..307.",6,307
"c.6..334.",6,334
"c.6..405.",6,405
"c.6..412.",6,412
"c.6..451.",6,451
"c.6..498.",6,498
"c.6..554.",6,554
"c.6..752.",6,752
"c.6..767.",6,767
"c.6..992.",6,992
"c.7..17.",7,17
"c.7..40.",7,40
"c.7..334.",7,334
"c.7..347.",7,347
"c.7..405.",7,405
"c.7..417.",7,417
"c.7..423.",7,423
"c.7..444.",7,444
"c.7..477.",7,477
"c.7..481.",7,481
"c.7..498.",7,498
"c.7..521.",7,521
"c.7..554.",7,554
"c.7..618.",7,618
"c.7..641.",7,641
"c.7..647.",7,647
"c.7..977.",7,977
"c.7..992.",7,992
"c.8..14.",8,14
"c.8..30.",8,30
"c.8..35.",8,35
"c.8..40.",8,40
"c.8..81.",8,81
"c.8..119.",8,119
"c.8..145.",8,145
"c.8..274.",8,274
"c.8..286.",8,286
"c.8..310.",8,310
"c.8..444.",8,444
"c.8..494.",8,494
"c.8..526.",8,526
"c.8..630.",8,630
"c.8..673.",8,673
"c.8..752.",8,752
"c.8..785.",8,785
"c.8..878.",8,878
"c.8..992.",8,992
"c.9..50.",9,50
"c.9..63.",9,63
"c.9..82.",9,82
"c.9..115.",9,115
"c.9..205.",9,205
"c.9..255.",9,255
"c.9..289.",9,289
"c.9..380.",9,380
"c.9..404.",9,404
"c.9..514.",9,514
"c.9..570.",9,570
"c.9..588.",9,588
"c.9..672.",9,672
"c.9..749.",9,749
"c.9..823.",9,823
"c.9..871.",9,871
"c.9..908.",9,908
"c.9..918.",9,918
"c.9..944.",9,944
"c.10..23.",10,23
"c.10..75.",10,75
"c.10..107.",10,107
"c.10..257.",10,257
"c.10..275.",10,275
"c.10..295.",10,295
"c.10..377.",10,377
"c.10..422.",10,422
"c.10..440.",10,440
"c.10..504.",10,504
"c.10..597.",10,597
"c.10..631.",10,631
"c.10..646.",10,646
"c.10..709.",10,709
"c.10..763.",10,763
"c.10..780.",10,780
"c.10..886.",10,886
"c.10..999.",10,999
"c.11..25.",11,25
"c.11..38.",11,38
"c.11..53.",11,53
"c.11..86.",11,86
"c.11..132.",11,132
"c.11..306.",11,306
"c.11..497.",11,497
"c.11..562.",11,562
"c.11..596.",11,596
"c.11..599.",11,599
"c.11..689.",11,689
"c.11..777.",11,777
"c.11..824.",11,824
"c.11..861.",11,861
"c.11..888.",11,888
"c.11..929.",11,929
"c.11..943.",11,943
"c.11..951.",11,951
"c.11..991.",11,991
"c.12..66.",12,66
"c.12..67.",12,67
"c.12..72.",12,72
"c.12..230.",12,230
"c.12..417.",12,417
"c.12..438.",12,438
"c.12..464.",12,464
"c.12..465.",12,465
"c.12..546.",12,546
"c.12..660.",12,660
"c.12..685.",12,685
"c.12..721.",12,721
"c.12..755.",12,755
"c.12..768.",12,768
"c.12..772.",12,772
"c.12..874.",12,874
"c.12..929.",12,929
"c.12..991.",12,991
"c.13..32.",13,32
"c.13..47.",13,47
"c.13..79.",13,79
"c.13..97.",13,97
"c.13..148.",13,148
"c.13..266.",13,266
"c.13..302.",13,302
"c.13..378.",13,378
"c.13..398.",13,398
"c.13..403.",13,403
"c.13..583.",13,583
"c.13..617.",13,617
"c.13..656.",13,656
"c.13..724.",13,724
"c.13..729.",13,729
"c.13..794.",13,794
"c.13..902.",13,902
"c.13..935.",13,935
"c.13..955.",13,955
"c.14..24.",14,24
"c.14..30.",14,30
"c.14..35.",14,35
"c.14..106.",14,106
"c.14..119.",14,119
"c.14..189.",14,189
"c.14..196.",14,196
"c.14..274.",14,274
"c.14..286.",14,286
"c.14..536.",14,536
"c.14..567.",14,567
"c.14..612.",14,612
"c.14..673.",14,673
"c.14..752.",14,752
"c.14..805.",14,805
"c.14..842.",14,842
"c.14..878.",14,878
"c.14..942.",14,942
"c.15..87.",15,87
"c.15..125.",15,125
"c.15..189.",15,189
"c.15..243.",15,243
"c.15..271.",15,271
"c.15..327.",15,327
"c.15..356.",15,356
"c.15..415.",15,415
"c.15..516.",15,516
"c.15..533.",15,533
"c.15..542.",15,542
"c.15..584.",15,584
"c.15..612.",15,612
"c.15..662.",15,662
"c.15..740.",15,740
"c.15..827.",15,827
"c.15..897.",15,897
"c.15..904.",15,904
"c.15..942.",15,942
"c.16..94.",16,94
"c.16..254.",16,254
"c.16..267.",16,267
"c.16..322.",16,322
"c.16..338.",16,338
"c.16..381.",16,381
"c.16..384.",16,384
"c.16..413.",16,413
"c.16..453.",16,453
"c.16..505.",16,505
"c.16..581.",16,581
"c.16..593.",16,593
"c.16..684.",16,684
"c.16..701.",16,701
"c.16..706.",16,706
"c.16..822.",16,822
"c.16..935.",16,935
"c.16..955.",16,955
"c.17..129.",17,129
"c.17..166.",17,166
"c.17..172.",17,172
"c.17..294.",17,294
"c.17..305.",17,305
"c.17..316.",17,316
"c.17..342.",17,342
"c.17..417.",17,417
"c.17..448.",17,448
"c.17..486.",17,486
"c.17..532.",17,532
"c.17..535.",17,535
"c.17..566.",17,566
"c.17..582.",17,582
"c.17..731.",17,731
"c.17..813.",17,813
"c.17..843.",17,843
"c.17..874.",17,874
"c.17..970.",17,970
"c.18..20.",18,20
"c.18..23.",18,23
"c.18..107.",18,107
"c.18..143.",18,143
"c.18..160.",18,160
"c.18..257.",18,257
"c.18..275.",18,275
"c.18..361.",18,361
"c.18..366.",18,366
"c.18..411.",18,411
"c.18..422.",18,422
"c.18..699.",18,699
"c.18..709.",18,709
"c.18..763.",18,763
"c.18..801.",18,801
"c.18..866.",18,866
"c.18..926.",18,926
"c.19..117.",19,117
"c.19..122.",19,122
"c.19..134.",19,134
"c.19..190.",19,190
"c.19..241.",19,241
"c.19..249.",19,249
"c.19..258.",19,258
"c.19..389.",19,389
"c.19..407.",19,407
"c.19..408.",19,408
"c.19..572.",19,572
"c.19..589.",19,589
"c.19..590.",19,590
"c.19..628.",19,628
"c.19..661.",19,661
"c.19..697.",19,697
"c.19..807.",19,807
"c.19..849.",19,849
"c.19..980.",19,980
"c.20..23.",20,23
"c.20..75.",20,75
"c.20..105.",20,105
"c.20..107.",20,107
"c.20..160.",20,160
"c.20..165.",20,165
"c.20..241.",20,241
"c.20..275.",20,275
"c.20..317.",20,317
"c.20..411.",20,411
"c.20..631.",20,631
"c.20..646.",20,646
"c.20..763.",20,763
"c.20..801.",20,801
"c.20..854.",20,854
"c.20..886.",20,886
"c.20..919.",20,919
"c.20..926.",20,926
"c.20..933.",20,933
"c.21..24.",21,24
"c.21..87.",21,87
"c.21..125.",21,125
"c.21..189.",21,189
"c.21..214.",21,214
"c.21..223.",21,223
"c.21..243.",21,243
"c.21..271.",21,271
"c.21..309.",21,309
"c.21..356.",21,356
"c.21..395.",21,395
"c.21..458.",21,458
"c.21..516.",21,516
"c.21..603.",21,603
"c.21..612.",21,612
"c.21..662.",21,662
"c.21..821.",21,821
"c.21..858.",21,858
"c.21..942.",21,942
"c.22..36.",22,36
"c.22..80.",22,80
"c.22..163.",22,163
"c.22..173.",22,173
"c.22..184.",22,184
"c.22..215.",22,215
"c.22..234.",22,234
"c.22..283.",22,283
"c.22..311.",22,311
"c.22..341.",22,341
"c.22..397.",22,397
"c.22..583.",22,583
"c.22..592.",22,592
"c.22..617.",22,617
"c.22..650.",22,650
"c.22..663.",22,663
"c.22..902.",22,902
"c.22..914.",22,914
"c.22..939.",22,939
"c.23..92.",23,92
"c.23..122.",23,122
"c.23..160.",23,160
"c.23..181.",23,181
"c.23..257.",23,257
"c.23..275.",23,275
"c.23..317.",23,317
"c.23..325.",23,325
"c.23..426.",23,426
"c.23..504.",23,504
"c.23..763.",23,763
"c.23..849.",23,849
"c.23..854.",23,854
"c.23..856.",23,856
"c.23..866.",23,866
"c.23..876.",23,876
"c.23..930.",23,930
"c.23..933.",23,933
"c.23..961.",23,961
"c.24..42.",24,42
"c.24..119.",24,119
"c.24..189.",24,189
"c.24..214.",24,214
"c.24..223.",24,223
"c.24..225.",24,225
"c.24..243.",24,243
"c.24..274.",24,274
"c.24..309.",24,309
"c.24..356.",24,356
"c.24..395.",24,395
"c.24..434.",24,434
"c.24..458.",24,458
"c.24..494.",24,494
"c.24..516.",24,516
"c.24..536.",24,536
"c.24..538.",24,538
"c.24..821.",24,821
"c.24..942.",24,942
"c.25..38.",25,38
"c.25..217.",25,217
"c.25..339.",25,339
"c.25..383.",25,383
"c.25..406.",25,406
"c.25..434.",25,434
"c.25..450.",25,450
"c.25..469.",25,469
"c.25..497.",25,497
"c.25..562.",25,562
"c.25..596.",25,596
"c.25..609.",25,609
"c.25..643.",25,643
"c.25..689.",25,689
"c.25..710.",25,710
"c.25..758.",25,758
"c.25..784.",25,784
"c.25..951.",25,951
"c.25..991.",25,991
"c.26..49.",26,49
"c.26..51.",26,51
"c.26..63.",26,63
"c.26..65.",26,65
"c.26..115.",26,115
"c.26..118.",26,118
"c.26..259.",26,259
"c.26..268.",26,268
"c.26..360.",26,360
"c.26..414.",26,414
"c.26..470.",26,470
"c.26..480.",26,480
"c.26..528.",26,528
"c.26..749.",26,749
"c.26..759.",26,759
"c.26..774.",26,774
"c.26..802.",26,802
"c.26..945.",26,945
"c.26..971.",26,971
"c.27..53.",27,53
"c.27..54.",27,54
"c.27..68.",27,68
"c.27..74.",27,74
"c.27..108.",27,108
"c.27..298.",27,298
"c.27..339.",27,339
"c.27..406.",27,406
"c.27..433.",27,433
"c.27..556.",27,556
"c.27..606.",27,606
"c.27..609.",27,609
"c.27..692.",27,692
"c.27..824.",27,824
"c.27..947.",27,947
"c.27..975.",27,975
"c.27..991.",27,991
"c.27..998.",27,998
"c.28..74.",28,74
"c.28..174.",28,174
"c.28..191.",28,191
"c.28..236.",28,236
"c.28..250.",28,250
"c.28..252.",28,252
"c.28..285.",28,285
"c.28..332.",28,332
"c.28..353.",28,353
"c.28..372.",28,372
"c.28..401.",28,401
"c.28..442.",28,442
"c.28..539.",28,539
"c.28..714.",28,714
"c.28..751.",28,751
"c.28..806.",28,806
"c.28..877.",28,877
"c.28..906.",28,906
"c.28..936.",28,936
"c.29..49.",29,49
"c.29..51.",29,51
"c.29..180.",29,180
"c.29..206.",29,206
"c.29..239.",29,239
"c.29..259.",29,259
"c.29..293.",29,293
"c.29..414.",29,414
"c.29..428.",29,428
"c.29..470.",29,470
"c.29..480.",29,480
"c.29..769.",29,769
"c.29..774.",29,774
"c.29..802.",29,802
"c.29..873.",29,873
"c.29..945.",29,945
"c.29..954.",29,954
"c.29..971.",29,971
"c.29..973.",29,973
"c.30..112.",30,112
"c.30..125.",30,125
"c.30..189.",30,189
"c.30..214.",30,214
"c.30..222.",30,222
"c.30..262.",30,262
"c.30..274.",30,274
"c.30..286.",30,286
"c.30..309.",30,309
"c.30..383.",30,383
"c.30..434.",30,434
"c.30..516.",30,516
"c.30..533.",30,533
"c.30..556.",30,556
"c.30..612.",30,612
"c.30..673.",30,673
"c.30..767.",30,767
"c.30..942.",30,942
"c.31..117.",31,117
"c.31..178.",31,178
"c.31..192.",31,192
"c.31..288.",31,288
"c.31..325.",31,325
"c.31..407.",31,407
"c.31..408.",31,408
"c.31..454.",31,454
"c.31..569.",31,569
"c.31..572.",31,572
"c.31..638.",31,638
"c.31..640.",31,640
"c.31..680.",31,680
"c.31..681.",31,681
"c.31..683.",31,683
"c.31..807.",31,807
"c.31..856.",31,856
"c.31..920.",31,920
"c.32..47.",32,47
"c.32..79.",32,79
"c.32..95.",32,95
"c.32..98.",32,98
"c.32..290.",32,290
"c.32..355.",32,355
"c.32..367.",32,367
"c.32..381.",32,381
"c.32..410.",32,410
"c.32..548.",32,548
"c.32..577.",32,577
"c.32..581.",32,581
"c.32..605.",32,605
"c.32..617.",32,617
"c.32..724.",32,724
"c.32..729.",32,729
"c.32..794.",32,794
"c.32..796.",32,796
"c.32..836.",32,836
"c.33..102.",33,102
"c.33..171.",33,171
"c.33..219.",33,219
"c.33..226.",33,226
"c.33..294.",33,294
"c.33..342.",33,342
"c.33..417.",33,417
"c.33..535.",33,535
"c.33..546.",33,546
"c.33..582.",33,582
"c.33..623.",33,623
"c.33..719.",33,719
"c.33..733.",33,733
"c.33..813.",33,813
"c.33..874.",33,874
"c.33..960.",33,960
"c.33..962.",33,962
"c.33..997.",33,997
"c.34..47.",34,47
"c.34..58.",34,58
"c.34..94.",34,94
"c.34..154.",34,154
"c.34..266.",34,266
"c.34..267.",34,267
"c.34..381.",34,381
"c.34..424.",34,424
"c.34..443.",34,443
"c.34..467.",34,467
"c.34..581.",34,581
"c.34..605.",34,605
"c.34..656.",34,656
"c.34..724.",34,724
"c.34..793.",34,793
"c.34..794.",34,794
"c.34..898.",34,898
"c.34..911.",34,911
"c.34..955.",34,955
"c.35..42.",35,42
"c.35..76.",35,76
"c.35..125.",35,125
"c.35..153.",35,153
"c.35..274.",35,274
"c.35..315.",35,315
"c.35..386.",35,386
"c.35..434.",35,434
"c.35..533.",35,533
"c.35..584.",35,584
"c.35..612.",35,612
"c.35..730.",35,730
"c.35..785.",35,785
"c.35..791.",35,791
"c.35..855.",35,855
"c.35..894.",35,894
"c.35..904.",35,904
"c.35..924.",35,924
"c.35..963.",35,963
"c.36..56.",36,56
"c.36..80.",36,80
"c.36..84.",36,84
"c.36..173.",36,173
"c.36..215.",36,215
"c.36..234.",36,234
"c.36..302.",36,302
"c.36..311.",36,311
"c.36..321.",36,321
"c.36..341.",36,341
"c.36..397.",36,397
"c.36..398.",36,398
"c.36..616.",36,616
"c.36..617.",36,617
"c.36..893.",36,893
"c.36..902.",36,902
"c.36..914.",36,914
"c.36..939.",36,939
"c.37..115.",37,115
"c.37..118.",37,118
"c.37..135.",37,135
"c.37..232.",37,232
"c.37..338.",37,338
"c.37..360.",37,360
"c.37..453.",37,453
"c.37..510.",37,510
"c.37..545.",37,545
"c.37..759.",37,759
"c.37..774.",37,774
"c.37..776.",37,776
"c.37..796.",37,796
"c.37..834.",37,834
"c.37..873.",37,873
"c.37..918.",37,918
"c.37..965.",37,965
"c.37..990.",37,990
"c.38..60.",38,60
"c.38..64.",38,64
"c.38..153.",38,153
"c.38..333.",38,333
"c.38..409.",38,409
"c.38..438.",38,438
"c.38..450.",38,450
"c.38..596.",38,596
"c.38..688.",38,688
"c.38..689.",38,689
"c.38..710.",38,710
"c.38..824.",38,824
"c.38..845.",38,845
"c.38..855.",38,855
"c.38..885.",38,885
"c.38..904.",38,904
"c.38..991.",38,991
"c.39..104.",39,104
"c.39..128.",39,128
"c.39..141.",39,141
"c.39..150.",39,150
"c.39..186.",39,186
"c.39..194.",39,194
"c.39..269.",39,269
"c.39..282.",39,282
"c.39..346.",39,346
"c.39..348.",39,348
"c.39..455.",39,455
"c.39..506.",39,506
"c.39..559.",39,559
"c.39..579.",39,579
"c.39..678.",39,678
"c.39..841.",39,841
"c.39..864.",39,864
"c.39..977.",39,977
"c.39..995.",39,995
"c.40..41.",40,41
"c.40..112.",40,112
"c.40..145.",40,145
"c.40..164.",40,164
"c.40..196.",40,196
"c.40..286.",40,286
"c.40..334.",40,334
"c.40..347.",40,347
"c.40..405.",40,405
"c.40..444.",40,444
"c.40..477.",40,477
"c.40..498.",40,498
"c.40..626.",40,626
"c.40..752.",40,752
"c.40..797.",40,797
"c.40..805.",40,805
"c.40..826.",40,826
"c.40..992.",40,992
"c.41..72.",41,72
"c.41..111.",41,111
"c.41..166.",41,166
"c.41..171.",41,171
"c.41..191.",41,191
"c.41..196.",41,196
"c.41..228.",41,228
"c.41..260.",41,260
"c.41..284.",41,284
"c.41..307.",41,307
"c.41..347.",41,347
"c.41..457.",41,457
"c.41..521.",41,521
"c.41..647.",41,647
"c.41..671.",41,671
"c.41..768.",41,768
"c.41..888.",41,888
"c.41..929.",41,929
"c.42..64.",42,64
"c.42..68.",42,68
"c.42..76.",42,76
"c.42..223.",42,223
"c.42..225.",42,225
"c.42..276.",42,276
"c.42..368.",42,368
"c.42..434.",42,434
"c.42..465.",42,465
"c.42..468.",42,468
"c.42..596.",42,596
"c.42..753.",42,753
"c.42..758.",42,758
"c.42..791.",42,791
"c.42..951.",42,951
"c.42..963.",42,963
"c.42..989.",42,989
"c.43..44.",43,44
"c.43..53.",43,53
"c.43..69.",43,69
"c.43..131.",43,131
"c.43..169.",43,169
"c.43..235.",43,235
"c.43..294.",43,294
"c.43..297.",43,297
"c.43..298.",43,298
"c.43..316.",43,316
"c.43..394.",43,394
"c.43..399.",43,399
"c.43..406.",43,406
"c.43..412.",43,412
"c.43..522.",43,522
"c.43..648.",43,648
"c.43..813.",43,813
"c.43..855.",43,855
"c.43..951.",43,951
"c.44..53.",44,53
"c.44..129.",44,129
"c.44..155.",44,155
"c.44..169.",44,169
"c.44..294.",44,294
"c.44..298.",44,298
"c.44..394.",44,394
"c.44..417.",44,417
"c.44..485.",44,485
"c.44..555.",44,555
"c.44..565.",44,565
"c.44..573.",44,573
"c.44..606.",44,606
"c.44..609.",44,609
"c.44..648.",44,648
"c.44..921.",44,921
"c.44..951.",44,951
"c.44..975.",44,975
"c.45..66.",45,66
"c.45..83.",45,83
"c.45..113.",45,113
"c.45..304.",45,304
"c.45..417.",45,417
"c.45..438.",45,438
"c.45..444.",45,444
"c.45..474.",45,474
"c.45..479.",45,479
"c.45..492.",45,492
"c.45..532.",45,532
"c.45..574.",45,574
"c.45..633.",45,633
"c.45..660.",45,660
"c.45..671.",45,671
"c.45..691.",45,691
"c.45..770.",45,770
"c.45..813.",45,813
"c.45..929.",45,929
"c.46..169.",46,169
"c.46..214.",46,214
"c.46..306.",46,306
"c.46..333.",46,333
"c.46..345.",46,345
"c.46..438.",46,438
"c.46..530.",46,530
"c.46..558.",46,558
"c.46..620.",46,620
"c.46..740.",46,740
"c.46..777.",46,777
"c.46..791.",46,791
"c.46..861.",46,861
"c.46..885.",46,885
"c.46..904.",46,904
"c.46..943.",46,943
"c.46..991.",46,991
"c.47..98.",47,98
"c.47..126.",47,126
"c.47..216.",47,216
"c.47..266.",47,266
"c.47..302.",47,302
"c.47..341.",47,341
"c.47..381.",47,381
"c.47..410.",47,410
"c.47..575.",47,575
"c.47..581.",47,581
"c.47..583.",47,583
"c.47..617.",47,617
"c.47..656.",47,656
"c.47..724.",47,724
"c.47..794.",47,794
"c.47..955.",47,955
"c.47..984.",47,984
"c.48..61.",48,61
"c.48..68.",48,68
"c.48..116.",48,116
"c.48..226.",48,226
"c.48..233.",48,233
"c.48..274.",48,274
"c.48..434.",48,434
"c.48..458.",48,458
"c.48..463.",48,463
"c.48..516.",48,516
"c.48..538.",48,538
"c.48..784.",48,784
"c.48..787.",48,787
"c.48..845.",48,845
"c.48..879.",48,879
"c.48..940.",48,940
"c.48..942.",48,942
"c.48..998.",48,998
"c.49..52.",49,52
"c.49..65.",49,65
"c.49..180.",49,180
"c.49..232.",49,232
"c.49..293.",49,293
"c.49..360.",49,360
"c.49..414.",49,414
"c.49..428.",49,428
"c.49..470.",49,470
"c.49..480.",49,480
"c.49..528.",49,528
"c.49..545.",49,545
"c.49..635.",49,635
"c.49..749.",49,749
"c.49..762.",49,762
"c.49..802.",49,802
"c.49..882.",49,882
"c.49..945.",49,945
"c.49..990.",49,990
"c.50..101.",50,101
"c.50..110.",50,110
"c.50..114.",50,114
"c.50..205.",50,205
"c.50..255.",50,255
"c.50..289.",50,289
"c.50..352.",50,352
"c.50..514.",50,514
"c.50..588.",50,588
"c.50..601.",50,601
"c.50..616.",50,616
"c.50..659.",50,659
"c.50..778.",50,778
"c.50..790.",50,790
"c.50..811.",50,811
"c.50..871.",50,871
"c.50..895.",50,895
"c.50..908.",50,908
"c.50..974.",50,974
"c.51..52.",51,52
"c.51..118.",51,118
"c.51..232.",51,232
"c.51..259.",51,259
"c.51..293.",51,293
"c.51..414.",51,414
"c.51..428.",51,428
"c.51..453.",51,453
"c.51..470.",51,470
"c.51..480.",51,480
"c.51..545.",51,545
"c.51..759.",51,759
"c.51..769.",51,769
"c.51..776.",51,776
"c.51..802.",51,802
"c.51..873.",51,873
"c.51..954.",51,954
"c.51..973.",51,973
"c.51..990.",51,990
"c.52..118.",52,118
"c.52..232.",52,232
"c.52..293.",52,293
"c.52..414.",52,414
"c.52..428.",52,428
"c.52..453.",52,453
"c.52..470.",52,470
"c.52..480.",52,480
"c.52..541.",52,541
"c.52..545.",52,545
"c.52..611.",52,611
"c.52..759.",52,759
"c.52..774.",52,774
"c.52..776.",52,776
"c.52..873.",52,873
"c.52..954.",52,954
"c.52..973.",52,973
"c.53..68.",53,68
"c.53..111.",53,111
"c.53..297.",53,297
"c.53..298.",53,298
"c.53..306.",53,306
"c.53..406.",53,406
"c.53..433.",53,433
"c.53..562.",53,562
"c.53..609.",53,609
"c.53..648.",53,648
"c.53..686.",53,686
"c.53..689.",53,689
"c.53..921.",53,921
"c.53..936.",53,936
"c.53..951.",53,951
"c.53..991.",53,991
"c.53..998.",53,998
"c.54..69.",54,69
"c.54..129.",54,129
"c.54..306.",54,306
"c.54..406.",54,406
"c.54..433.",54,433
"c.54..493.",54,493
"c.54..523.",54,523
"c.54..606.",54,606
"c.54..648.",54,648
"c.54..655.",54,655
"c.54..660.",54,660
"c.54..668.",54,668
"c.54..779.",54,779
"c.54..817.",54,817
"c.54..934.",54,934
"c.54..947.",54,947
"c.54..950.",54,950
"c.54..951.",54,951
"c.55..89.",55,89
"c.55..241.",55,241
"c.55..280.",55,280
"c.55..325.",55,325
"c.55..419.",55,419
"c.55..569.",55,569
"c.55..638.",55,638
"c.55..646.",55,646
"c.55..683.",55,683
"c.55..687.",55,687
"c.55..702.",55,702
"c.55..763.",55,763
"c.55..856.",55,856
"c.55..859.",55,859
"c.55..886.",55,886
"c.55..920.",55,920
"c.55..949.",55,949
"c.55..964.",55,964
"c.55..999.",55,999
"c.56..80.",56,80
"c.56..84.",56,84
"c.56..110.",56,110
"c.56..126.",56,126
"c.56..302.",56,302
"c.56..321.",56,321
"c.56..387.",56,387
"c.56..430.",56,430
"c.56..507.",56,507
"c.56..577.",56,577
"c.56..600.",56,600
"c.56..617.",56,617
"c.56..621.",56,621
"c.56..724.",56,724
"c.56..748.",56,748
"c.56..810.",56,810
"c.56..893.",56,893
"c.56..902.",56,902
"c.56..944.",56,944
"c.57..129.",57,129
"c.57..152.",57,152
"c.57..217.",57,217
"c.57..230.",57,230
"c.57..304.",57,304
"c.57..305.",57,305
"c.57..392.",57,392
"c.57..490.",57,490
"c.57..535.",57,535
"c.57..568.",57,568
"c.57..582.",57,582
"c.57..615.",57,615
"c.57..711.",57,711
"c.57..731.",57,731
"c.57..737.",57,737
"c.57..843.",57,843
"c.57..881.",57,881
"c.57..916.",57,916
"c.58..94.",58,94
"c.58..216.",58,216
"c.58..245.",58,245
"c.58..266.",58,266
"c.58..267.",58,267
"c.58..378.",58,378
"c.58..381.",58,381
"c.58..413.",58,413
"c.58..424.",58,424
"c.58..467.",58,467
"c.58..563.",58,563
"c.58..581.",58,581
"c.58..656.",58,656
"c.58..794.",58,794
"c.58..836.",58,836
"c.58..898.",58,898
"c.58..955.",58,955
"c.58..957.",58,957
"c.59..97.",59,97
"c.59..154.",59,154
"c.59..266.",59,266
"c.59..267.",59,267
"c.59..322.",59,322
"c.59..338.",59,338
"c.59..381.",59,381
"c.59..413.",59,413
"c.59..424.",59,424
"c.59..467.",59,467
"c.59..541.",59,541
"c.59..593.",59,593
"c.59..701.",59,701
"c.59..793.",59,793
"c.59..898.",59,898
"c.59..957.",59,957
"c.59..984.",59,984
"c.60..64.",60,64
"c.60..68.",60,68
"c.60..224.",60,224
"c.60..233.",60,233
"c.60..333.",60,333
"c.60..339.",60,339
"c.60..369.",60,369
"c.60..456.",60,456
"c.60..464.",60,464
"c.60..484.",60,484
"c.60..492.",60,492
"c.60..598.",60,598
"c.60..604.",60,604
"c.60..609.",60,609
"c.60..824.",60,824
"c.60..839.",60,839
"c.60..998.",60,998
"c.61..68.",61,68
"c.61..90.",61,90
"c.61..298.",61,298
"c.61..434.",61,434
"c.61..456.",61,456
"c.61..458.",61,458
"c.61..620.",61,620
"c.61..643.",61,643
"c.61..700.",61,700
"c.61..710.",61,710
"c.61..777.",61,777
"c.61..784.",61,784
"c.61..787.",61,787
"c.61..845.",61,845
"c.61..921.",61,921
"c.61..940.",61,940
"c.61..959.",61,959
"c.62..142.",62,142
"c.62..150.",62,150
"c.62..157.",62,157
"c.62..185.",62,185
"c.62..197.",62,197
"c.62..269.",62,269
"c.62..299.",62,299
"c.62..329.",62,329
"c.62..363.",62,363
"c.62..364.",62,364
"c.62..459.",62,459
"c.62..489.",62,489
"c.62..519.",62,519
"c.62..715.",62,715
"c.62..717.",62,717
"c.62..891.",62,891
"c.62..952.",62,952
"c.62..967.",62,967
"c.62..976.",62,976
"c.63..115.",63,115
"c.63..293.",63,293
"c.63..404.",63,404
"c.63..428.",63,428
"c.63..470.",63,470
"c.63..480.",63,480
